客戶代號,客戶簡稱,日  期,發票號碼,幣別,匯率,應收帳款,本幣未收帳款,備註,項目
37602308,久井嘉太站,2022/4/13,ZA90343658,NT$,1,1202,1202,202202 處理費-行銷費用 台塑-久井嘉太站,202202 處理費-行銷費用
37602308,久井嘉太站,2022/4/13,ZA90343659,NT$,1,17,17,202202 處理費-行銷獎勵回饋 台塑-久井嘉太站,202202 處理費-行銷獎勵
37667499,久井民雄二高站,2021/10/29,SY80529802,NT$,1,548,0,202109 處理費-行銷費用 台塑-久井民雄二高站,202109 處理費-行銷費用
37667499,久井民雄二高站,2021/10/29,SY80529803,NT$,1,3,0,202109 處理費-行銷獎勵回饋 台塑-久井民雄二高站,202109 處理費-行銷獎勵
37667499,久井民雄二高站,2022/1/10,WY24058295,NT$,1,659,659,202110 處理費-行銷費用 台塑-久井民雄二高站,202110 處理費-行銷費用
37667499,久井民雄二高站,2022/1/10,WY24058296,NT$,1,56,56,202110 處理費-行銷獎勵回饋 台塑-久井民雄二高站,202110 處理費-行銷獎勵
37667499,久井民雄二高站,2022/3/25,ZA90345139,NT$,1,1372,1372,202111 處理費-行銷費用 台塑-久井民雄二高站,202111 處理費-行銷費用
37667499,久井民雄二高站,2022/3/25,ZA90345272,NT$,1,1239,1239,202112 處理費-行銷費用 台塑-久井民雄二高站,202112 處理費-行銷費用
37667499,久井民雄二高站,2022/4/8,ZA90346130,NT$,1,1664,1664,202201 處理費-行銷費用 台塑-久井民雄二高站,202201 處理費-行銷費用
37667499,久井民雄二高站,2022/4/8,ZA90346131,NT$,1,10,10,202201 處理費-行銷獎勵回饋 台塑-久井民雄二高站,202201 處理費-行銷獎勵
37667499,久井民雄二高站,2022/4/13,ZA90343660,NT$,1,2633,2633,202202 處理費-行銷費用 台塑-久井民雄二高站,202202 處理費-行銷費用
37667499,久井民雄二高站,2022/4/13,ZA90343661,NT$,1,28,28,202202 處理費-行銷獎勵回饋 台塑-久井民雄二高站,202202 處理費-行銷獎勵
37667527,久井民雄站,2022/1/10,WY24058297,NT$,1,825,825,202110 處理費-行銷費用 台塑-久井民雄站,202110 處理費-行銷費用
37667527,久井民雄站,2022/3/22,ZA90345014,NT$,1,455,455,202111 處理費-行銷費用 台塑-久井民雄站,202111 處理費-行銷費用
37667527,久井民雄站,2022/3/22,ZA90345015,NT$,1,3,3,202111 處理費-行銷獎勵回饋 台塑-久井民雄站,202111 處理費-行銷獎勵
37667527,久井民雄站,2022/3/25,ZA90345273,NT$,1,502,502,202112 處理費-行銷費用 台塑-久井民雄站,202112 處理費-行銷費用
37667527,久井民雄站,2022/4/8,ZA90346132,NT$,1,934,934,202201 處理費-行銷費用 台塑-久井民雄站,202201 處理費-行銷費用
37667527,久井民雄站,2022/4/8,ZA90346133,NT$,1,8,8,202201 處理費-行銷獎勵回饋 台塑-久井民雄站,202201 處理費-行銷獎勵
37667527,久井民雄站,2022/4/13,ZA90343662,NT$,1,737,737,202202 處理費-行銷費用 台塑-久井民雄站,202202 處理費-行銷費用
37667527,久井民雄站,2022/4/13,ZA90343663,NT$,1,20,20,202202 處理費-行銷獎勵回饋 台塑-久井民雄站,202202 處理費-行銷獎勵
37672084,久井關廟站,2021/10/29,SY80529804,NT$,1,593,0,202109 處理費-行銷費用 台塑-久井關廟站,202109 處理費-行銷費用
37672084,久井關廟站,2021/10/29,,NT$,1,0,0,202109 處理費-行銷獎勵回饋 台塑-久井關廟站,202109 處理費-行銷獎勵
37672084,久井關廟站,2022/1/10,WY24058298,NT$,1,1030,1030,202110 處理費-行銷費用 台塑-久井關廟站,202110 處理費-行銷費用
37672084,久井關廟站,2022/1/10,WY24058299,NT$,1,6,6,202110 處理費-行銷獎勵回饋 台塑-久井關廟站,202110 處理費-行銷獎勵
37672084,久井關廟站,2022/3/22,ZA90345016,NT$,1,929,929,202111 處理費-行銷費用 台塑-久井關廟站,202111 處理費-行銷費用
37672084,久井關廟站,2022/3/22,ZA90345017,NT$,1,2,2,202111 處理費-行銷獎勵回饋 台塑-久井關廟站,202111 處理費-行銷獎勵
37672084,久井關廟站,2022/3/25,ZA90345274,NT$,1,1909,1909,202112 處理費-行銷費用 台塑-久井關廟站,202112 處理費-行銷費用
37672084,久井關廟站,2022/3/25,ZA90345275,NT$,1,1,1,202112 處理費-行銷獎勵回饋 台塑-久井關廟站,202112 處理費-行銷獎勵
37672084,久井關廟站,2022/4/8,ZA90346134,NT$,1,1693,1693,202201 處理費-行銷費用 台塑-久井關廟站,202201 處理費-行銷費用
37672084,久井關廟站,2022/4/13,ZA90343664,NT$,1,2545,2545,202202 處理費-行銷費用 台塑-久井關廟站,202202 處理費-行銷費用
37672084,久井關廟站,2022/4/13,ZA90343665,NT$,1,4,4,202202 處理費-行銷獎勵回饋 台塑-久井關廟站,202202 處理費-行銷獎勵
38680800,久井湖內站,2021/10/29,SY80529805,NT$,1,334,0,202109 處理費-行銷費用 台塑-久井湖內站,202109 處理費-行銷費用
38680800,久井湖內站,2021/10/29,SY80529806,NT$,1,20,0,202109 處理費-行銷獎勵回饋 台塑-久井湖內站,202109 處理費-行銷獎勵
38680800,久井湖內站,2022/1/10,WY24058300,NT$,1,1015,1015,202110 處理費-行銷費用 台塑-久井湖內站,202110 處理費-行銷費用
38680800,久井湖內站,2022/1/10,WY24058301,NT$,1,26,26,202110 處理費-行銷獎勵回饋 台塑-久井湖內站,202110 處理費-行銷獎勵
38680800,久井湖內站,2022/3/22,ZA90345018,NT$,1,867,867,202111 處理費-行銷費用 台塑-久井湖內站,202111 處理費-行銷費用
38680800,久井湖內站,2022/3/25,ZA90345276,NT$,1,517,517,202112 處理費-行銷費用 台塑-久井湖內站,202112 處理費-行銷費用
38680800,久井湖內站,2022/3/25,ZA90345277,NT$,1,7,7,202112 處理費-行銷獎勵回饋 台塑-久井湖內站,202112 處理費-行銷獎勵
38680800,久井湖內站,2022/4/8,ZA90346135,NT$,1,677,677,202201 處理費-行銷費用 台塑-久井湖內站,202201 處理費-行銷費用
38680800,久井湖內站,2022/4/13,ZA90343666,NT$,1,1228,1228,202202 處理費-行銷費用 台塑-久井湖內站,202202 處理費-行銷費用
38680800,久井湖內站,2022/4/13,ZA90343667,NT$,1,13,13,202202 處理費-行銷獎勵回饋 台塑-久井湖內站,202202 處理費-行銷獎勵
38683362,久井路科站,2021/10/29,SY80529807,NT$,1,920,0,202109 處理費-行銷費用 台塑-久井路科站,202109 處理費-行銷費用
38683362,久井路科站,2021/10/29,SY80529808,NT$,1,2,0,202109 處理費-行銷獎勵回饋 台塑-久井路科站,202109 處理費-行銷獎勵
38683362,久井路科站,2022/1/10,WY24058302,NT$,1,632,632,202110 處理費-行銷費用 台塑-久井路科站,202110 處理費-行銷費用
38683362,久井路科站,2022/1/10,WY24058303,NT$,1,25,25,202110 處理費-行銷獎勵回饋 台塑-久井路科站,202110 處理費-行銷獎勵
38683362,久井路科站,2022/3/22,ZA90345019,NT$,1,267,267,202111 處理費-行銷費用 台塑-久井路科站,202111 處理費-行銷費用
38683362,久井路科站,2022/3/25,ZA90345278,NT$,1,607,607,202112 處理費-行銷費用 台塑-久井路科站,202112 處理費-行銷費用
38683362,久井路科站,2022/3/25,ZA90345279,NT$,1,18,18,202112 處理費-行銷獎勵回饋 台塑-久井路科站,202112 處理費-行銷獎勵
38683362,久井路科站,2022/4/8,ZA90346136,NT$,1,486,486,202201 處理費-行銷費用 台塑-久井路科站,202201 處理費-行銷費用
38683362,久井路科站,2022/4/8,ZA90346137,NT$,1,4,4,202201 處理費-行銷獎勵回饋 台塑-久井路科站,202201 處理費-行銷獎勵
38683362,久井路科站,2022/4/13,ZA90343668,NT$,1,1443,1443,202202 處理費-行銷費用 台塑-久井路科站,202202 處理費-行銷費用
38940432,久井國道四號站,2021/10/29,SY80529809,NT$,1,594,0,202109 處理費-行銷費用 台塑-久井國道四號站,202109 處理費-行銷費用
38940432,久井國道四號站,2021/10/29,SY80529810,NT$,1,9,0,202109 處理費-行銷獎勵回饋 台塑-久井國道四號站,202109 處理費-行銷獎勵
38940432,久井國道四號站,2022/1/10,WY24058304,NT$,1,1204,1204,202110 處理費-行銷費用 台塑-久井國道四號站,202110 處理費-行銷費用
38940432,久井國道四號站,2022/1/10,WY24058305,NT$,1,45,45,202110 處理費-行銷獎勵回饋 台塑-久井國道四號站,202110 處理費-行銷獎勵
38940432,久井國道四號站,2022/3/22,ZA90345020,NT$,1,1706,1706,202111 處理費-行銷費用 台塑-久井國道四號站,202111 處理費-行銷費用
38940432,久井國道四號站,2022/3/22,ZA90345021,NT$,1,37,37,202111 處理費-行銷獎勵回饋 台塑-久井國道四號站,202111 處理費-行銷獎勵
38940432,久井國道四號站,2022/3/25,ZA90345280,NT$,1,1276,1276,202112 處理費-行銷費用 台塑-久井國道四號站,202112 處理費-行銷費用
38940432,久井國道四號站,2022/3/25,ZA90345281,NT$,1,20,20,202112 處理費-行銷獎勵回饋 台塑-久井國道四號站,202112 處理費-行銷獎勵
38940432,久井國道四號站,2022/4/8,ZA90346138,NT$,1,3181,3181,202201 處理費-行銷費用 台塑-久井國道四號站,202201 處理費-行銷費用
38940432,久井國道四號站,2022/4/8,ZA90346139,NT$,1,22,22,202201 處理費-行銷獎勵回饋 台塑-久井國道四號站,202201 處理費-行銷獎勵
38940432,久井國道四號站,2022/4/13,ZA90343669,NT$,1,3455,3455,202202 處理費-行銷費用 台塑-久井國道四號站,202202 處理費-行銷費用
38940432,久井國道四號站,2022/4/13,ZA90343670,NT$,1,67,67,202202 處理費-行銷獎勵回饋 台塑-久井國道四號站,202202 處理費-行銷獎勵
40944167,遠見站(北基),2021/10/29,SY80529811,NT$,1,235,235,202109 處理費-行銷費用 台塑-遠見站(北基),202109 處理費-行銷費用
40944167,遠見站(北基),2022/1/10,WY24058306,NT$,1,723,723,202110 處理費-行銷費用 台塑-遠見站(北基),202110 處理費-行銷費用
40944167,遠見站(北基),2022/3/22,ZA90345022,NT$,1,857,857,202111 處理費-行銷費用 台塑-遠見站(北基),202111 處理費-行銷費用
40944167,遠見站(北基),2022/3/22,ZA90345023,NT$,1,13,13,202111 處理費-行銷獎勵回饋 台塑-遠見站(北基),202111 處理費-行銷獎勵
40944167,遠見站(北基),2022/3/25,ZA90345282,NT$,1,297,297,202112 處理費-行銷費用 台塑-遠見站(北基),202112 處理費-行銷費用
40944167,遠見站(北基),2022/3/25,ZA90345283,NT$,1,6,6,202112 處理費-行銷獎勵回饋 台塑-遠見站(北基),202112 處理費-行銷獎勵
40944167,遠見站(北基),2022/4/8,ZA90346140,NT$,1,641,641,202201 處理費-行銷費用 台塑-遠見站(北基),202201 處理費-行銷費用
40944167,遠見站(北基),2022/4/8,ZA90346141,NT$,1,3,3,202201 處理費-行銷獎勵回饋 台塑-遠見站(北基),202201 處理費-行銷獎勵
40944167,遠見站(北基),2022/4/13,ZA90343671,NT$,1,1167,1167,202202 處理費-行銷費用 台塑-遠見站(北基),202202 處理費-行銷費用
40944167,遠見站(北基),2022/4/13,ZA90343672,NT$,1,7,7,202202 處理費-行銷獎勵回饋 台塑-遠見站(北基),202202 處理費-行銷獎勵
41132997,宏大新屋站,2021/10/29,SY80529812,NT$,1,1323,0,202109 處理費-行銷費用 台塑-宏大新屋站,202109 處理費-行銷費用
41132997,宏大新屋站,2021/10/29,SY80529813,NT$,1,69,0,202109 處理費-行銷獎勵回饋 台塑-宏大新屋站,202109 處理費-行銷獎勵
41132997,宏大新屋站,2022/1/10,WY24058307,NT$,1,3084,3084,202110 處理費-行銷費用 台塑-宏大新屋站,202110 處理費-行銷費用
41132997,宏大新屋站,2022/1/10,WY24058308,NT$,1,9,9,202110 處理費-行銷獎勵回饋 台塑-宏大新屋站,202110 處理費-行銷獎勵
41132997,宏大新屋站,2022/3/22,ZA90345024,NT$,1,5596,0,202111 處理費-行銷費用 台塑-宏大新屋站,202111 處理費-行銷費用
41132997,宏大新屋站,2022/3/22,ZA90345025,NT$,1,39,0,202111 處理費-行銷獎勵回饋 台塑-宏大新屋站,202111 處理費-行銷獎勵
41132997,宏大新屋站,2022/3/25,ZA90345284,NT$,1,5966,0,202112 處理費-行銷費用 台塑-宏大新屋站,202112 處理費-行銷費用
41132997,宏大新屋站,2022/3/25,ZA90345285,NT$,1,45,0,202112 處理費-行銷獎勵回饋 台塑-宏大新屋站,202112 處理費-行銷獎勵
41132997,宏大新屋站,2022/4/8,ZA90346142,NT$,1,5123,5123,202201 處理費-行銷費用 台塑-宏大新屋站,202201 處理費-行銷費用
41132997,宏大新屋站,2022/4/8,ZA90346143,NT$,1,80,80,202201 處理費-行銷獎勵回饋 台塑-宏大新屋站,202201 處理費-行銷獎勵
41132997,宏大新屋站,2022/4/13,ZA90343673,NT$,1,7247,7247,202202 處理費-行銷費用 台塑-宏大新屋站,202202 處理費-行銷費用
41132997,宏大新屋站,2022/4/13,ZA90343674,NT$,1,44,44,202202 處理費-行銷獎勵回饋 台塑-宏大新屋站,202202 處理費-行銷獎勵
42660284,大連加油站,2021/10/29,SY80529814,NT$,1,335,335,202109 處理費-行銷費用 台塑-大連加油站,202109 處理費-行銷費用
42660284,大連加油站,2022/1/10,WY24058309,NT$,1,1692,1692,202110 處理費-行銷費用 台塑-大連加油站,202110 處理費-行銷費用
42660284,大連加油站,2022/1/10,WY24058310,NT$,1,14,14,202110 處理費-行銷獎勵回饋 台塑-大連加油站,202110 處理費-行銷獎勵
42660284,大連加油站,2022/3/22,ZA90345026,NT$,1,1549,1549,202111 處理費-行銷費用 台塑-大連加油站,202111 處理費-行銷費用
42660284,大連加油站,2022/3/22,ZA90345027,NT$,1,74,74,202111 處理費-行銷獎勵回饋 台塑-大連加油站,202111 處理費-行銷獎勵
42660284,大連加油站,2022/3/25,ZA90345286,NT$,1,1602,1602,202112 處理費-行銷費用 台塑-大連加油站,202112 處理費-行銷費用
42660284,大連加油站,2022/4/8,ZA90346144,NT$,1,2281,2281,202201 處理費-行銷費用 台塑-大連加油站,202201 處理費-行銷費用
42660284,大連加油站,2022/4/8,ZA90346145,NT$,1,29,29,202201 處理費-行銷獎勵回饋 台塑-大連加油站,202201 處理費-行銷獎勵
42660284,大連加油站,2022/4/13,ZA90343675,NT$,1,1811,1811,202202 處理費-行銷費用 台塑-大連加油站,202202 處理費-行銷費用
42660284,大連加油站,2022/4/13,ZA90343676,NT$,1,64,64,202202 處理費-行銷獎勵回饋 台塑-大連加油站,202202 處理費-行銷獎勵
45600177,威盛,2021/10/29,SY80529815,NT$,1,3136,0,202109 處理費-行銷費用 台塑-威盛,202109 處理費-行銷費用
45600177,威盛,2022/1/10,WY24058311,NT$,1,5122,0,202110 處理費-行銷費用 台塑-威盛,202110 處理費-行銷費用
45600177,威盛,2022/1/10,WY24058312,NT$,1,72,72,202110 處理費-行銷獎勵回饋 台塑-威盛,202110 處理費-行銷獎勵
45600177,威盛,2022/3/22,ZA90345028,NT$,1,7339,0,202111 處理費-行銷費用 台塑-威盛,202111 處理費-行銷費用
45600177,威盛,2022/3/22,ZA90345029,NT$,1,84,84,202111 處理費-行銷獎勵回饋 台塑-威盛,202111 處理費-行銷獎勵
45600177,威盛,2022/3/25,ZA90345287,NT$,1,8653,8653,202112 處理費-行銷費用 台塑-威盛,202112 處理費-行銷費用
45600177,威盛,2022/3/25,ZA90345288,NT$,1,60,0,202112 處理費-行銷獎勵回饋 台塑-威盛,202112 處理費-行銷獎勵
45600177,威盛,2022/4/8,ZA90346146,NT$,1,13362,13362,202201 處理費-行銷費用 台塑-威盛,202201 處理費-行銷費用
45600177,威盛,2022/4/8,ZA90346147,NT$,1,138,138,202201 處理費-行銷獎勵回饋 台塑-威盛,202201 處理費-行銷獎勵
45600177,威盛,2022/4/13,ZA90343677,NT$,1,15118,15118,202202 處理費-行銷費用 台塑-威盛,202202 處理費-行銷費用
45600177,威盛,2022/4/13,ZA90343678,NT$,1,120,120,202202 處理費-行銷獎勵回饋 台塑-威盛,202202 處理費-行銷獎勵
46265600,延吉,2021/10/29,SY80529672,NT$,1,162,162,202108 處理費-行銷費用 台塑-延吉,202108 處理費-行銷費用
46265600,延吉,2021/10/29,SY80529816,NT$,1,5842,5842,202109 處理費-行銷費用 台塑-延吉,202109 處理費-行銷費用
46265600,延吉,2021/10/29,SY80529817,NT$,1,55,55,202109 處理費-行銷獎勵回饋 台塑-延吉,202109 處理費-行銷獎勵
46265600,延吉,2022/1/10,WY24058313,NT$,1,18883,18883,202110 處理費-行銷費用 台塑-延吉,202110 處理費-行銷費用
46265600,延吉,2022/1/10,WY24058314,NT$,1,201,201,202110 處理費-行銷獎勵回饋 台塑-延吉,202110 處理費-行銷獎勵
46265600,延吉,2022/3/22,ZA90345030,NT$,1,16373,16373,202111 處理費-行銷費用 台塑-延吉,202111 處理費-行銷費用
46265600,延吉,2022/3/22,ZA90345031,NT$,1,181,181,202111 處理費-行銷獎勵回饋 台塑-延吉,202111 處理費-行銷獎勵
46265600,延吉,2022/3/25,ZA90345289,NT$,1,16929,16929,202112 處理費-行銷費用 台塑-延吉,202112 處理費-行銷費用
46265600,延吉,2022/3/25,ZA90345290,NT$,1,273,273,202112 處理費-行銷獎勵回饋 台塑-延吉,202112 處理費-行銷獎勵
46265600,延吉,2022/4/8,ZA90346148,NT$,1,22447,22447,202201 處理費-行銷費用 台塑-延吉,202201 處理費-行銷費用
46265600,延吉,2022/4/8,ZA90346149,NT$,1,211,211,202201 處理費-行銷獎勵回饋 台塑-延吉,202201 處理費-行銷獎勵
46265600,延吉,2022/4/13,ZA90343679,NT$,1,21669,21669,202202 處理費-行銷費用 台塑-延吉,202202 處理費-行銷費用
46265600,延吉,2022/4/13,ZA90343680,NT$,1,215,215,202202 處理費-行銷獎勵回饋 台塑-延吉,202202 處理費-行銷獎勵
47412263,久井日月潭站,2021/10/29,SY80529818,NT$,1,329,0,202109 處理費-行銷費用 台塑-久井日月潭站,202109 處理費-行銷費用
47412263,久井日月潭站,2022/1/10,WY24058315,NT$,1,2016,2016,202110 處理費-行銷費用 台塑-久井日月潭站,202110 處理費-行銷費用
47412263,久井日月潭站,2022/3/22,ZA90345032,NT$,1,1714,1714,202111 處理費-行銷費用 台塑-久井日月潭站,202111 處理費-行銷費用
47412263,久井日月潭站,2022/3/25,ZA90345291,NT$,1,1787,1787,202112 處理費-行銷費用 台塑-久井日月潭站,202112 處理費-行銷費用
47412263,久井日月潭站,2022/3/25,ZA90345292,NT$,1,4,4,202112 處理費-行銷獎勵回饋 台塑-久井日月潭站,202112 處理費-行銷獎勵
47412263,久井日月潭站,2022/4/8,ZA90346150,NT$,1,2466,2466,202201 處理費-行銷費用 台塑-久井日月潭站,202201 處理費-行銷費用
47412263,久井日月潭站,2022/4/8,ZA90346151,NT$,1,4,4,202201 處理費-行銷獎勵回饋 台塑-久井日月潭站,202201 處理費-行銷獎勵
47412263,久井日月潭站,2022/4/13,ZA90343681,NT$,1,3565,3565,202202 處理費-行銷費用 台塑-久井日月潭站,202202 處理費-行銷費用
47412263,久井日月潭站,2022/4/13,ZA90343682,NT$,1,4,4,202202 處理費-行銷獎勵回饋 台塑-久井日月潭站,202202 處理費-行銷獎勵
52538517,挑戰者,2021/10/29,SY80529819,NT$,1,81,81,202109 處理費-行銷費用 台塑-挑戰者,202109 處理費-行銷費用
52538517,挑戰者,2022/1/10,WY24058316,NT$,1,2543,2543,202110 處理費-行銷費用 台塑-挑戰者,202110 處理費-行銷費用
52538517,挑戰者,2022/1/10,WY24058317,NT$,1,3,3,202110 處理費-行銷獎勵回饋 台塑-挑戰者,202110 處理費-行銷獎勵
52538517,挑戰者,2022/3/22,ZA90345033,NT$,1,3429,3429,202111 處理費-行銷費用 台塑-挑戰者,202111 處理費-行銷費用
52538517,挑戰者,2022/3/22,,NT$,1,0,0,202111 處理費-行銷獎勵回饋 台塑-挑戰者,202111 處理費-行銷獎勵
52538517,挑戰者,2022/3/25,ZA90345293,NT$,1,2570,2570,202112 處理費-行銷費用 台塑-挑戰者,202112 處理費-行銷費用
52538517,挑戰者,2022/3/25,ZA90345294,NT$,1,3,3,202112 處理費-行銷獎勵回饋 台塑-挑戰者,202112 處理費-行銷獎勵
52538517,挑戰者,2022/4/8,ZA90346152,NT$,1,3655,3655,202201 處理費-行銷費用 台塑-挑戰者,202201 處理費-行銷費用
52538517,挑戰者,2022/4/8,ZA90346153,NT$,1,1,1,202201 處理費-行銷獎勵回饋 台塑-挑戰者,202201 處理費-行銷獎勵
52538517,挑戰者,2022/4/13,ZA90343683,NT$,1,5264,5264,202202 處理費-行銷費用 台塑-挑戰者,202202 處理費-行銷費用
52538517,挑戰者,2022/4/13,ZA90343684,NT$,1,119,119,202202 處理費-行銷獎勵回饋 台塑-挑戰者,202202 處理費-行銷獎勵
53965559,*  八八八,2021/10/29,SY80529820,NT$,1,1240,1240,202109 處理費-行銷費用 台塑-八八八,202109 處理費-行銷費用
53965559,*  八八八,2021/10/29,SY80529821,NT$,1,63,63,202109 處理費-行銷獎勵回饋 台塑-八八八,202109 處理費-行銷獎勵
53965559,*  八八八,2022/1/10,WY24058318,NT$,1,3501,3501,202110 處理費-行銷費用 台塑-八八八,202110 處理費-行銷費用
53965559,*  八八八,2022/1/10,WY24058319,NT$,1,61,61,202110 處理費-行銷獎勵回饋 台塑-八八八,202110 處理費-行銷獎勵
53965559,*  八八八,2022/3/22,ZA90345034,NT$,1,3668,3668,202111 處理費-行銷費用 台塑-八八八,202111 處理費-行銷費用
53965559,*  八八八,2022/3/22,ZA90345035,NT$,1,26,26,202111 處理費-行銷獎勵回饋 台塑-八八八,202111 處理費-行銷獎勵
53965559,*  八八八,2022/3/25,ZA90345295,NT$,1,4107,4107,202112 處理費-行銷費用 台塑-八八八,202112 處理費-行銷費用
53965559,*  八八八,2022/3/25,ZA90345296,NT$,1,38,38,202112 處理費-行銷獎勵回饋 台塑-八八八,202112 處理費-行銷獎勵
53965559,*  八八八,2022/4/8,ZA90346154,NT$,1,4834,4834,202201 處理費-行銷費用 台塑-八八八,202201 處理費-行銷費用
53965559,*  八八八,2022/4/8,ZA90346155,NT$,1,130,130,202201 處理費-行銷獎勵回饋 台塑-八八八,202201 處理費-行銷獎勵
53965559,*  八八八,2022/4/13,ZA90343685,NT$,1,7905,7905,202202 處理費-行銷費用 台塑-八八八,202202 處理費-行銷費用
53965559,*  八八八,2022/4/13,,NT$,1,0,0,202202 處理費-行銷獎勵回饋 台塑-八八八,202202 處理費-行銷獎勵
54222681,豫章興,2021/10/29,SY80529673,NT$,1,70,0,202108 處理費-行銷費用 台塑-豫章興,202108 處理費-行銷費用
54222681,豫章興,2021/10/29,,NT$,1,0,0,202108 處理費-行銷獎勵回饋 台塑-豫章興,202108 處理費-行銷獎勵
54222681,豫章興,2021/10/29,SY80529822,NT$,1,384,0,202109 處理費-行銷費用 台塑-豫章興,202109 處理費-行銷費用
54222681,豫章興,2022/1/10,WY24058320,NT$,1,1177,0,202110 處理費-行銷費用 台塑-豫章興,202110 處理費-行銷費用
54222681,豫章興,2022/1/10,WY24058321,NT$,1,31,0,202110 處理費-行銷獎勵回饋 台塑-豫章興,202110 處理費-行銷獎勵
54222681,豫章興,2022/3/22,ZA90345036,NT$,1,1305,0,202111 處理費-行銷費用 台塑-豫章興,202111 處理費-行銷費用
54222681,豫章興,2022/3/25,ZA90345297,NT$,1,1122,0,202112 處理費-行銷費用 台塑-豫章興,202112 處理費-行銷費用
54222681,豫章興,2022/4/8,ZA90346156,NT$,1,649,649,202201 處理費-行銷費用 台塑-豫章興,202201 處理費-行銷費用
54222681,豫章興,2022/4/8,ZA90346157,NT$,1,1,1,202201 處理費-行銷獎勵回饋 台塑-豫章興,202201 處理費-行銷獎勵
54222681,豫章興,2022/4/13,ZA90343686,NT$,1,1084,1084,202202 處理費-行銷費用 台塑-豫章興,202202 處理費-行銷費用
59876007,朝馬加油站,2022/1/10,WY24058322,NT$,1,1324,1324,202110 處理費-行銷費用 台塑-朝馬站,202110 處理費-行銷費用
59876007,朝馬加油站,2022/1/10,WY24058323,NT$,1,2,2,202110 處理費-行銷獎勵回饋 台塑-朝馬站,202110 處理費-行銷獎勵
59876007,朝馬加油站,2022/3/22,ZA90345037,NT$,1,1957,0,202111 處理費-行銷費用 台塑-朝馬站,202111 處理費-行銷費用
59876007,朝馬加油站,2022/3/22,ZA90345038,NT$,1,16,0,202111 處理費-行銷獎勵回饋 台塑-朝馬站,202111 處理費-行銷獎勵
59876007,朝馬加油站,2022/3/25,ZA90345298,NT$,1,2191,0,202112 處理費-行銷費用 台塑-朝馬站,202112 處理費-行銷費用
59876007,朝馬加油站,2022/3/25,ZA90345299,NT$,1,8,0,202112 處理費-行銷獎勵回饋 台塑-朝馬站,202112 處理費-行銷獎勵
59876007,朝馬加油站,2022/4/8,ZA90346158,NT$,1,1888,1888,202201 處理費-行銷費用 台塑-朝馬站,202201 處理費-行銷費用
59876007,朝馬加油站,2022/4/8,ZA90346159,NT$,1,6,6,202201 處理費-行銷獎勵回饋 台塑-朝馬站,202201 處理費-行銷獎勵
59876007,朝馬加油站,2022/4/13,ZA90343687,NT$,1,3545,3545,202202 處理費-行銷費用 台塑-朝馬站,202202 處理費-行銷費用
59876007,朝馬加油站,2022/4/13,ZA90343688,NT$,1,29,29,202202 處理費-行銷獎勵回饋 台塑-朝馬站,202202 處理費-行銷獎勵
70507614,逢濱,2021/10/29,SY80529823,NT$,1,1049,0,202109 處理費-行銷費用 台塑-逢濱,202109 處理費-行銷費用
70507614,逢濱,2021/10/29,SY80529824,NT$,1,92,0,202109 處理費-行銷獎勵回饋 台塑-逢濱,202109 處理費-行銷獎勵
70507614,逢濱,2022/1/10,WY24058324,NT$,1,8996,0,202110 處理費-行銷費用 台塑-逢濱,202110 處理費-行銷費用
70507614,逢濱,2022/1/10,WY24058325,NT$,1,130,0,202110 處理費-行銷獎勵回饋 台塑-逢濱,202110 處理費-行銷獎勵
70507614,逢濱,2022/3/22,ZA90345039,NT$,1,6180,0,202111 處理費-行銷費用 台塑-逢濱,202111 處理費-行銷費用
70507614,逢濱,2022/3/22,ZA90345040,NT$,1,67,0,202111 處理費-行銷獎勵回饋 台塑-逢濱,202111 處理費-行銷獎勵
70507614,逢濱,2022/3/25,ZA90345300,NT$,1,9282,0,202112 處理費-行銷費用 台塑-逢濱,202112 處理費-行銷費用
70507614,逢濱,2022/3/25,ZA90345301,NT$,1,146,0,202112 處理費-行銷獎勵回饋 台塑-逢濱,202112 處理費-行銷獎勵
70507614,逢濱,2022/4/8,ZA90346160,NT$,1,8518,0,202201 處理費-行銷費用 台塑-逢濱,202201 處理費-行銷費用
70507614,逢濱,2022/4/8,ZA90346161,NT$,1,97,0,202201 處理費-行銷獎勵回饋 台塑-逢濱,202201 處理費-行銷獎勵
70507614,逢濱,2022/4/13,ZA90343689,NT$,1,7975,7975,202202 處理費-行銷費用 台塑-逢濱,202202 處理費-行銷費用
70507614,逢濱,2022/4/13,ZA90343690,NT$,1,71,71,202202 處理費-行銷獎勵回饋 台塑-逢濱,202202 處理費-行銷獎勵
70528054,德高,2021/10/29,,NT$,1,0,0,202108 處理費-行銷獎勵回饋 台塑-德高,202108 處理費-行銷獎勵
70528054,德高,2021/10/29,SY80529825,NT$,1,203,203,202109 處理費-行銷費用 台塑-德高,202109 處理費-行銷費用
70528054,德高,2022/1/10,WY24058326,NT$,1,919,919,202110 處理費-行銷費用 台塑-德高,202110 處理費-行銷費用
70528054,德高,2022/1/10,WY24058327,NT$,1,14,14,202110 處理費-行銷獎勵回饋 台塑-德高,202110 處理費-行銷獎勵
70528054,德高,2022/3/22,ZA90345041,NT$,1,318,0,202111 處理費-行銷費用 台塑-德高,202111 處理費-行銷費用
